INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT
499	45	3	9662162	289864	48.75	1.0	9662162	289864	48.75	1.0	14192745	425782	48.75	1.0	4807965	144238	48.75	1.0	2866287	85988	48.75	1.0	7869991	236099	48.75	1.0	7869991	236099	48.75	1.0	2731642	81949	48.75	1.0	5814848	174445	48.75	1.0	3444816	103344	48.75	1.0	3155359	94660	48.75	1.0
500	46	3	9959459	298783	50.0	1.0	9959459	298783	50.0	1.0	14629445	438883	50.0	1.0	4955903	148677	50.0	1.0	2954480	88634	50.0	1.0	8112144	243364	50.0	1.0	8112144	243364	50.0	1.0	2815693	84470	50.0	1.0	5993767	179813	50.0	1.0	3550810	106524	50.0	1.0	3252447	97573	50.0	1.0
501	47	3	10256756	307702	51.25	1.0	10256756	307702	51.25	1.0	15066145	451984	51.25	1.0	5103840	153115	51.25	1.0	3042674	91280	51.25	1.0	8354298	250628	51.25	1.0	8354298	250628	51.25	1.0	2899743	86992	51.25	1.0	6172685	185180	51.25	1.0	3656805	109704	51.25	1.0	3349535	100486	51.25	1.0
502	48	3	10554054	316621	52.5	1.0	10554054	316621	52.5	1.0	15502844	465085	52.5	1.0	5251778	157553	52.5	1.0	3130867	93926	52.5	1.0	8596452	257893	52.5	1.0	8596452	257893	52.5	1.0	2983794	89513	52.5	1.0	6351603	190548	52.5	1.0	3762799	112883	52.5	1.0	3446623	103398	52.5	1.0
503	49	3	10851351	325540	53.75	1.0	10851351	325540	53.75	1.0	15939544	478186	53.75	1.0	5399715	161991	53.75	1.0	3219061	96571	53.75	1.0	8838605	265158	53.75	1.0	8838605	265158	53.75	1.0	3067845	92035	53.75	1.0	6530522	195915	53.75	1.0	3868793	116063	53.75	1.0	3543711	106311	53.75	1.0
504	50	3	11148648	334459	55.0	1.0	11148648	334459	55.0	1.0	16376244	491287	55.0	1.0	5547652	166429	55.0	1.0	3307254	99217	55.0	1.0	9080759	272422	55.0	1.0	9080759	272422	55.0	1.0	3151895	94556	55.0	1.0	6709440	201283	55.0	1.0	3974788	119243	55.0	1.0	3640799	109223	55.0	1.0
505	51	3	11445945	343378	56.25	1.0	11445945	343378	56.25	1.0	16812944	504388	56.25	1.0	5695590	170867	56.25	1.0	3395448	101863	56.25	1.0	9322912	279687	56.25	1.0	9322912	279687	56.25	1.0	3235946	97078	56.25	1.0	6888359	206650	56.25	1.0	4080782	122423	56.25	1.0	3737887	112136	56.25	1.0
506	52	3	11743243	352297	57.5	1.0	11743243	352297	57.5	1.0	17249644	517489	57.5	1.0	5843527	175305	57.5	1.0	3483641	104509	57.5	1.0	9565066	286951	57.5	1.0	9565066	286951	57.5	1.0	3319996	99599	57.5	1.0	7067277	212018	57.5	1.0	4186776	125603	57.5	1.0	3834975	115049	57.5	1.0
507	53	3	12040540	361216	58.75	1.0	12040540	361216	58.75	1.0	17686344	530590	58.75	1.0	5991465	179743	58.75	1.0	3571834	107155	58.75	1.0	9807220	294216	58.75	1.0	9807220	294216	58.75	1.0	3404047	102121	58.75	1.0	7246195	217385	58.75	1.0	4292771	128783	58.75	1.0	3932063	117961	58.75	1.0
508	54	3	12337837	370135	60.0	1.0	12337837	370135	60.0	1.0	18123044	543691	60.0	1.0	6139402	184182	60.0	1.0	3660028	109800	60.0	1.0	10049373	301481	60.0	1.0	10049373	301481	60.0	1.0	3488097	104642	60.0	1.0	7425114	222753	60.0	1.0	4398765	131962	60.0	1.0	4029151	120874	60.0	1.0
509	55	3	12635135	379054	61.25	1.0	12635135	379054	61.25	1.0	18559743	556792	61.25	1.0	6287339	188620	61.25	1.0	3748221	112446	61.25	1.0	10291527	308745	61.25	1.0	10291527	308745	61.25	1.0	3572148	107164	61.25	1.0	7604032	228120	61.25	1.0	4504760	135142	61.25	1.0	4126238	123787	61.25	1.0
510	56	3	12932432	387972	62.5	1.0	12932432	387972	62.5	1.0	18996443	569893	62.5	1.0	6435277	193058	62.5	1.0	3836415	115092	62.5	1.0	10533680	316010	62.5	1.0	10533680	316010	62.5	1.0	3656198	109685	62.5	1.0	7782951	233488	62.5	1.0	4610754	138322	62.5	1.0	4223326	126699	62.5	1.0
511	57	3	13229729	396891	63.75	1.0	13229729	396891	63.75	1.0	19433143	582994	63.75	1.0	6583214	197496	63.75	1.0	3924608	117738	63.75	1.0	10775834	323275	63.75	1.0	10775834	323275	63.75	1.0	3740249	112207	63.75	1.0	7961869	238856	63.75	1.0	4716748	141502	63.75	1.0	4320414	129612	63.75	1.0
512	58	3	13527027	405810	65.0	1.0	13527027	405810	65.0	1.0	19869843	596095	65.0	1.0	6731152	201934	65.0	1.0	4012802	120384	65.0	1.0	11017987	330539	65.0	1.0	11017987	330539	65.0	1.0	3824299	114728	65.0	1.0	8140788	244223	65.0	1.0	4822743	144682	65.0	1.0	4417502	132525	65.0	1.0
513	59	3	13824324	414729	66.25	1.0	13824324	414729	66.25	1.0	20306543	609196	66.25	1.0	6879089	206372	66.25	1.0	4100995	123029	66.25	1.0	11260141	337804	66.25	1.0	11260141	337804	66.25	1.0	3908350	117250	66.25	1.0	8319706	249591	66.25	1.0	4928737	147862	66.25	1.0	4514590	135437	66.25	1.0
514	60	3	14121621	423648	67.5	1.0	14121621	423648	67.5	1.0	20743243	622297	67.5	1.0	7027027	210810	67.5	1.0	4189189	125675	67.5	1.0	11502295	345068	67.5	1.0	11502295	345068	67.5	1.0	3992401	119772	67.5	1.0	8498624	254958	67.5	1.0	5034731	151041	67.5	1.0	4611678	138350	67.5	1.0
515	61	3	14567567	291351	69.0	1.0	14567567	291351	69.0	1.0	21398293	427965	69.0	1.0	7248933	144978	69.0	1.0	4321479	86429	69.0	1.0	11865525	237310	69.0	1.0	11865525	237310	69.0	1.0	4118476	82369	69.0	1.0	8767002	175340	69.0	1.0	5193723	103874	69.0	1.0	4757310	95146	69.0	1.0
516	62	3	15013513	300270	70.5	1.0	15013513	300270	70.5	1.0	22053342	441066	70.5	1.0	7470839	149416	70.5	1.0	4453769	89075	70.5	1.0	12228755	244575	70.5	1.0	12228755	244575	70.5	1.0	4244552	84891	70.5	1.0	9035380	180707	70.5	1.0	5352714	107054	70.5	1.0	4902942	98058	70.5	1.0
517	63	3	15459459	309189	72.0	1.0	15459459	309189	72.0	1.0	22708392	454167	72.0	1.0	7692745	153854	72.0	1.0	4586059	91721	72.0	1.0	12591986	251839	72.0	1.0	12591986	251839	72.0	1.0	4370628	87412	72.0	1.0	9303757	186075	72.0	1.0	5511706	110234	72.0	1.0	5048574	100971	72.0	1.0
518	64	3	15905405	318108	73.5	1.0	15905405	318108	73.5	1.0	23363442	467268	73.5	1.0	7914651	158293	73.5	1.0	4718349	94366	73.5	1.0	12955216	259104	73.5	1.0	12955216	259104	73.5	1.0	4496704	89934	73.5	1.0	9572135	191442	73.5	1.0	5670697	113413	73.5	1.0	5194206	103884	73.5	1.0
519	65	3	16351351	327027	75.0	1.0	16351351	327027	75.0	1.0	24018492	480369	75.0	1.0	8136557	162731	75.0	1.0	4850640	97012	75.0	1.0	13318446	266368	75.0	1.0	13318446	266368	75.0	1.0	4622780	92455	75.0	1.0	9840512	196810	75.0	1.0	5829689	116593	75.0	1.0	5339838	106796	75.0	1.0
520	66	3	16797297	335945	76.5	1.0	16797297	335945	76.5	1.0	24673541	493470	76.5	1.0	8358463	167169	76.5	1.0	4982930	99658	76.5	1.0	13681677	273633	76.5	1.0	13681677	273633	76.5	1.0	4748855	94977	76.5	1.0	10108890	202177	76.5	1.0	5988681	119773	76.5	1.0	5485470	109709	76.5	1.0
521	67	3	17243243	344864	78.0	1.0	17243243	344864	78.0	1.0	25328591	506571	78.0	1.0	8580369	171607	78.0	1.0	5115220	102304	78.0	1.0	14044907	280898	78.0	1.0	14044907	280898	78.0	1.0	4874931	97498	78.0	1.0	10377268	207545	78.0	1.0	6147672	122953	78.0	1.0	5631102	112622	78.0	1.0
522	68	3	17689189	353783	79.5	1.0	17689189	353783	79.5	1.0	25983641	519672	79.5	1.0	8802275	176045	79.5	1.0	5247510	104950	79.5	1.0	14408138	288162	79.5	1.0	14408138	288162	79.5	1.0	5001007	100020	79.5	1.0	10645645	212912	79.5	1.0	6306664	126133	79.5	1.0	5776734	115534	79.5	1.0
523	69	3	18135135	362702	81.0	1.0	18135135	362702	81.0	1.0	26638691	532773	81.0	1.0	9024182	180483	81.0	1.0	5379800	107596	81.0	1.0	14771368	295427	81.0	1.0	14771368	295427	81.0	1.0	5127083	102541	81.0	1.0	10914023	218280	81.0	1.0	6465655	129313	81.0	1.0	5922366	118447	81.0	1.0
524	70	3	18581081	371621	82.5	1.0	18581081	371621	82.5	1.0	27293741	545874	82.5	1.0	9246088	184921	82.5	1.0	5512091	110241	82.5	1.0	15134598	302691	82.5	1.0	15134598	302691	82.5	1.0	5253159	105063	82.5	1.0	11182401	223648	82.5	1.0	6624647	132492	82.5	1.0	6067998	121359	82.5	1.0
525	71	3	19027027	380540	84.0	1.0	19027027	380540	84.0	1.0	27948790	558975	84.0	1.0	9467994	189359	84.0	1.0	5644381	112887	84.0	1.0	15497829	309956	84.0	1.0	15497829	309956	84.0	1.0	5379235	107584	84.0	1.0	11450778	229015	84.0	1.0	6783638	135672	84.0	1.0	6213630	124272	84.0	1.0
526	72	3	19472972	389459	85.5	1.0	19472972	389459	85.5	1.0	28603840	572076	85.5	1.0	9689900	193798	85.5	1.0	5776671	115533	85.5	1.0	15861059	317221	85.5	1.0	15861059	317221	85.5	1.0	5505310	110106	85.5	1.0	11719156	234383	85.5	1.0	6942630	138852	85.5	1.0	6359262	127185	85.5	1.0
527	73	3	19918918	398378	87.0	1.0	19918918	398378	87.0	1.0	29258890	585177	87.0	1.0	9911806	198236	87.0	1.0	5908961	118179	87.0	1.0	16224289	324485	87.0	1.0	16224289	324485	87.0	1.0	5631386	112627	87.0	1.0	11987534	239750	87.0	1.0	7101621	142032	87.0	1.0	6504894	130097	87.0	1.0
528	74	3	20364864	407297	88.5	1.0	20364864	407297	88.5	1.0	29913940	598278	88.5	1.0	10133712	202674	88.5	1.0	6041251	120825	88.5	1.0	16587520	331750	88.5	1.0	16587520	331750	88.5	1.0	5757462	115149	88.5	1.0	12255911	245118	88.5	1.0	7260613	145212	88.5	1.0	6650526	133010	88.5	1.0
529	75	3	20810810	416216	90.0	1.0	20810810	416216	90.0	1.0	30568990	611379	90.0	1.0	10355618	207112	90.0	1.0	6173541	123470	90.0	1.0	16950750	339015	90.0	1.0	16950750	339015	90.0	1.0	5883538	117670	90.0	1.0	12524289	250485	90.0	1.0	7419604	148392	90.0	1.0	6796158	135923	90.0	1.0
530	76	3	21256756	425135	91.5	1.0	21256756	425135	91.5	1.0	31224039	624480	91.5	1.0	10577524	211550	91.5	1.0	6305832	126116	91.5	1.0	17313981	346279	91.5	1.0	17313981	346279	91.5	1.0	6009614	120192	91.5	1.0	12792666	255853	91.5	1.0	7578596	151571	91.5	1.0	6941790	138835	91.5	1.0
531	77	3	21702702	434054	93.0	1.0	21702702	434054	93.0	1.0	31879089	637581	93.0	1.0	10799431	215988	93.0	1.0	6438122	128762	93.0	1.0	17677211	353544	93.0	1.0	17677211	353544	93.0	1.0	6135690	122713	93.0	1.0	13061044	261220	93.0	1.0	7737587	154751	93.0	1.0	7087422	141748	93.0	1.0
532	78	3	22148648	442972	94.5	1.0	22148648	442972	94.5	1.0	32534139	650682	94.5	1.0	11021337	220426	94.5	1.0	6570412	131408	94.5	1.0	18040441	360808	94.5	1.0	18040441	360808	94.5	1.0	6261765	125235	94.5	1.0	13329422	266588	94.5	1.0	7896579	157931	94.5	1.0	7233054	144661	94.5	1.0
533	79	3	22594594	451891	96.0	1.0	22594594	451891	96.0	1.0	33189189	663783	96.0	1.0	11243243	224864	96.0	1.0	6702702	134054	96.0	1.0	18403672	368073	96.0	1.0	18403672	368073	96.0	1.0	6387841	127756	96.0	1.0	13597799	271955	96.0	1.0	8055570	161111	96.0	1.0	7378686	147573	96.0	1.0
534	80	3	23040540	460810	97.5	1.0	23040540	460810	97.5	1.0	33844238	676884	97.5	1.0	11465149	229302	97.5	1.0	6834992	136699	97.5	1.0	18766902	375338	97.5	1.0	18766902	375338	97.5	1.0	6513917	130278	97.5	1.0	13866177	277323	97.5	1.0	8214562	164291	97.5	1.0	7524318	150486	97.5	1.0
535	81	3	23486486	469729	99.0	1.0	23486486	469729	99.0	1.0	34499288	689985	99.0	1.0	11687055	233741	99.0	1.0	6967283	139345	99.0	1.0	19130132	382602	99.0	1.0	19130132	382602	99.0	1.0	6639993	132799	99.0	1.0	14134555	282691	99.0	1.0	8373553	167471	99.0	1.0	7669950	153399	99.0	1.0
536	82	3	23932432	478648	100.5	1.0	23932432	478648	100.5	1.0	35154338	703086	100.5	1.0	11908961	238179	100.5	1.0	7099573	141991	100.5	1.0	19493363	389867	100.5	1.0	19493363	389867	100.5	1.0	6766069	135321	100.5	1.0	14402932	288058	100.5	1.0	8532545	170650	100.5	1.0	7815582	156311	100.5	1.0
537	83	3	24378378	487567	102.0	1.0	24378378	487567	102.0	1.0	35809388	716187	102.0	1.0	12130867	242617	102.0	1.0	7231863	144637	102.0	1.0	19856593	397131	102.0	1.0	19856593	397131	102.0	1.0	6892144	137842	102.0	1.0	14671310	293426	102.0	1.0	8691537	173830	102.0	1.0	7961214	159224	102.0	1.0
538	84	3	24824324	496486	103.5	1.0	24824324	496486	103.5	1.0	36464438	729288	103.5	1.0	12352773	247055	103.5	1.0	7364153	147283	103.5	1.0	20219824	404396	103.5	1.0	20219824	404396	103.5	1.0	7018220	140364	103.5	1.0	14939687	298793	103.5	1.0	8850528	177010	103.5	1.0	8106846	162136	103.5	1.0
539	85	3	25270270	505405	105.0	1.0	25270270	505405	105.0	1.0	37119487	742389	105.0	1.0	12574679	251493	105.0	1.0	7496443	149928	105.0	1.0	20583054	411661	105.0	1.0	20583054	411661	105.0	1.0	7144296	142885	105.0	1.0	15208065	304161	105.0	1.0	9009520	180190	105.0	1.0	8252477	165049	105.0	1.0
540	86	3	25716216	514324	106.5	1.0	25716216	514324	106.5	1.0	37774537	755490	106.5	1.0	12796586	255931	106.5	1.0	7628733	152574	106.5	1.0	20946284	418925	106.5	1.0	20946284	418925	106.5	1.0	7270372	145407	106.5	1.0	15476443	309528	106.5	1.0	9168511	183370	106.5	1.0	8398109	167962	106.5	1.0
541	87	3	26162162	523243	108.0	1.0	26162162	523243	108.0	1.0	38429587	768591	108.0	1.0	13018492	260369	108.0	1.0	7761024	155220	108.0	1.0	21309515	426190	108.0	1.0	21309515	426190	108.0	1.0	7396448	147928	108.0	1.0	15744820	314896	108.0	1.0	9327503	186550	108.0	1.0	8543741	170874	108.0	1.0
542	88	3	26608108	532162	109.5	1.0	26608108	532162	109.5	1.0	39084637	781692	109.5	1.0	13240398	264807	109.5	1.0	7893314	157866	109.5	1.0	21672745	433454	109.5	1.0	21672745	433454	109.5	1.0	7522524	150450	109.5	1.0	16013198	320263	109.5	1.0	9486494	189729	109.5	1.0	8689373	173787	109.5	1.0
543	89	3	27054054	541081	111.0	1.0	27054054	541081	111.0	1.0	39739687	794793	111.0	1.0	13462304	269246	111.0	1.0	8025604	160512	111.0	1.0	22035975	440719	111.0	1.0	22035975	440719	111.0	1.0	7648599	152971	111.0	1.0	16281576	325631	111.0	1.0	9645486	192909	111.0	1.0	8835005	176700	111.0	1.0
544	90	3	27500000	550000	112.5	1.0	27500000	550000	112.5	1.0	40394736	807894	112.5	1.0	13684210	273684	112.5	1.0	8157894	163157	112.5	1.0	22399206	447984	112.5	1.0	22399206	447984	112.5	1.0	7774675	155493	112.5	1.0	16549953	330999	112.5	1.0	9804477	196089	112.5	1.0	8980637	179612	112.5	1.0
545	91	3	27945945	558918	114.0	1.0	27945945	558918	114.0	1.0	41049786	820995	114.0	1.0	13906116	278122	114.0	1.0	8290184	165803	114.0	1.0	22762436	455248	114.0	1.0	22762436	455248	114.0	1.0	7900751	158015	114.0	1.0	16818331	336366	114.0	1.0	9963469	199269	114.0	1.0	9126269	182525	114.0	1.0
546	92	3	28391891	567837	115.5	1.0	28391891	567837	115.5	1.0	41704836	834096	115.5	1.0	14128022	282560	115.5	1.0	8422475	168449	115.5	1.0	23125667	462513	115.5	1.0	23125667	462513	115.5	1.0	8026827	160536	115.5	1.0	17086708	341734	115.5	1.0	10122460	202449	115.5	1.0	9271901	185438	115.5	1.0
547	93	3	28837837	576756	117.0	1.0	28837837	576756	117.0	1.0	42359886	847197	117.0	1.0	14349928	286998	117.0	1.0	8554765	171095	117.0	1.0	23488897	469777	117.0	1.0	23488897	469777	117.0	1.0	8152903	163058	117.0	1.0	17355086	347101	117.0	1.0	10281452	205629	117.0	1.0	9417533	188350	117.0	1.0
548	94	3	29283783	585675	118.5	1.0	29283783	585675	118.5	1.0	43014935	860298	118.5	1.0	14571834	291436	118.5	1.0	8687055	173741	118.5	1.0	23852127	477042	118.5	1.0	23852127	477042	118.5	1.0	8278978	165579	118.5	1.0	17623464	352469	118.5	1.0	10440443	208808	118.5	1.0	9563165	191263	118.5	1.0
549	95	3	29729729	594594	120.0	1.0	29729729	594594	120.0	1.0	43669985	873399	120.0	1.0	14793741	295874	120.0	1.0	8819345	176386	120.0	1.0	24215358	484307	120.0	1.0	24215358	484307	120.0	1.0	8405054	168101	120.0	1.0	17891841	357836	120.0	1.0	10599435	211988	120.0	1.0	9708797	194175	120.0	1.0
550	96	3	30175675	603513	121.5	1.0	30175675	603513	121.5	1.0	44325035	886500	121.5	1.0	15015647	300312	121.5	1.0	8951635	179032	121.5	1.0	24578588	491571	121.5	1.0	24578588	491571	121.5	1.0	8531130	170622	121.5	1.0	18160219	363204	121.5	1.0	10758426	215168	121.5	1.0	9854429	197088	121.5	1.0
551	97	3	30621621	612432	123.0	1.0	30621621	612432	123.0	1.0	44980085	899601	123.0	1.0	15237553	304751	123.0	1.0	9083926	181678	123.0	1.0	24941818	498836	123.0	1.0	24941818	498836	123.0	1.0	8657206	173144	123.0	1.0	18428597	368571	123.0	1.0	10917418	218348	123.0	1.0	10000061	200001	123.0	1.0
552	98	3	31067567	621351	124.5	1.0	31067567	621351	124.5	1.0	45635135	912702	124.5	1.0	15459459	309189	124.5	1.0	9216216	184324	124.5	1.0	25305049	506100	124.5	1.0	25305049	506100	124.5	1.0	8783282	175665	124.5	1.0	18696974	373939	124.5	1.0	11076410	221528	124.5	1.0	10145693	202913	124.5	1.0
553	99	3	31513513	630270	126.0	1.0	31513513	630270	126.0	1.0	46290184	925803	126.0	1.0	15681365	313627	126.0	1.0	9348506	186970	126.0	1.0	25668279	513365	126.0	1.0	25668279	513365	126.0	1.0	8909358	178187	126.0	1.0	18965352	379307	126.0	1.0	11235401	224708	126.0	1.0	10291325	205826	126.0	1.0
554	100	3	31959459	639189	127.5	1.0	31959459	639189	127.5	1.0	46945234	938904	127.5	1.0	15903271	318065	127.5	1.0	9480796	189615	127.5	1.0	26031509	520630	127.5	1.0	26031509	520630	127.5	1.0	9035433	180708	127.5	1.0	19233729	384674	127.5	1.0	11394393	227887	127.5	1.0	10436957	208739	127.5	1.0
555	101	3	32405405	648108	129.0	1.0	32405405	648108	129.0	1.0	47600284	952005	129.0	1.0	16125177	322503	129.0	1.0	9613086	192261	129.0	1.0	26394740	527894	129.0	1.0	26394740	527894	129.0	1.0	9161509	183230	129.0	1.0	19502107	390042	129.0	1.0	11553384	231067	129.0	1.0	10582589	211651	129.0	1.0
556	102	3	32851351	657027	130.5	1.0	32851351	657027	130.5	1.0	48255334	965106	130.5	1.0	16347083	326941	130.5	1.0	9745376	194907	130.5	1.0	26757970	535159	130.5	1.0	26757970	535159	130.5	1.0	9287585	185751	130.5	1.0	19770485	395409	130.5	1.0	11712376	234247	130.5	1.0	10728221	214564	130.5	1.0
557	103	3	33297297	665945	132.0	1.0	33297297	665945	132.0	1.0	48910384	978207	132.0	1.0	16568990	331379	132.0	1.0	9877667	197553	132.0	1.0	27121201	542424	132.0	1.0	27121201	542424	132.0	1.0	9413661	188273	132.0	1.0	20038862	400777	132.0	1.0	11871367	237427	132.0	1.0	10873853	217477	132.0	1.0
558	104	3	33743243	674864	133.5	1.0	33743243	674864	133.5	1.0	49565433	991308	133.5	1.0	16790896	335817	133.5	1.0	10009957	200199	133.5	1.0	27484431	549688	133.5	1.0	27484431	549688	133.5	1.0	9539737	190794	133.5	1.0	20307240	406144	133.5	1.0	12030359	240607	133.5	1.0	11019485	220389	133.5	1.0
559	105	3	34337837	686756	135.0	1.0	34337837	686756	135.0	1.0	50438833	1008776	135.0	1.0	17086770	341735	135.0	1.0	10186344	203726	135.0	1.0	27968738	559374	135.0	1.0	27968738	559374	135.0	1.0	9707838	194156	135.0	1.0	20665077	413301	135.0	1.0	12242347	244846	135.0	1.0	11213661	224273	135.0	1.0
560	106	3	34932432	698648	136.5	1.0	34932432	698648	136.5	1.0	51312233	1026244	136.5	1.0	17382645	347652	136.5	1.0	10362731	207254	136.5	1.0	28453045	569060	136.5	1.0	28453045	569060	136.5	1.0	9875939	197518	136.5	1.0	21022914	420458	136.5	1.0	12454336	249086	136.5	1.0	11407837	228156	136.5	1.0
561	107	3	35527027	710540	138.0	1.0	35527027	710540	138.0	1.0	52185633	1043712	138.0	1.0	17678520	353570	138.0	1.0	10539118	210782	138.0	1.0	28937352	578747	138.0	1.0	28937352	578747	138.0	1.0	10044040	200880	138.0	1.0	21380750	427615	138.0	1.0	12666325	253326	138.0	1.0	11602013	232040	138.0	1.0
562	108	3	36121621	722432	139.5	1.0	36121621	722432	139.5	1.0	53059032	1061180	139.5	1.0	17974395	359487	139.5	1.0	10715504	214310	139.5	1.0	29421660	588433	139.5	1.0	29421660	588433	139.5	1.0	10212141	204242	139.5	1.0	21738587	434771	139.5	1.0	12878314	257566	139.5	1.0	11796189	235923	139.5	1.0
563	109	3	36716216	734324	141.0	1.0	36716216	734324	141.0	1.0	53932432	1078648	141.0	1.0	18270270	365405	141.0	1.0	10891891	217837	141.0	1.0	29905967	598119	141.0	1.0	29905967	598119	141.0	1.0	10380242	207604	141.0	1.0	22096424	441928	141.0	1.0	13090302	261806	141.0	1.0	11990365	239807	141.0	1.0
564	110	3	37310810	746216	142.5	1.0	37310810	746216	142.5	1.0	54805832	1096116	142.5	1.0	18566145	371322	142.5	1.0	11068278	221365	142.5	1.0	30390274	607805	142.5	1.0	30390274	607805	142.5	1.0	10548343	210966	142.5	1.0	22454261	449085	142.5	1.0	13302291	266045	142.5	1.0	12184541	243690	142.5	1.0
565	111	3	37905405	758108	144.0	1.0	37905405	758108	144.0	1.0	55679231	1113584	144.0	1.0	18862019	377240	144.0	1.0	11244665	224893	144.0	1.0	30874581	617491	144.0	1.0	30874581	617491	144.0	1.0	10716444	214328	144.0	1.0	22812098	456241	144.0	1.0	13514280	270285	144.0	1.0	12378716	247574	144.0	1.0
566	112	3	38500000	770000	145.5	1.0	38500000	770000	145.5	1.0	56552631	1131052	145.5	1.0	19157894	383157	145.5	1.0	11421052	228421	145.5	1.0	31358888	627177	145.5	1.0	31358888	627177	145.5	1.0	10884545	217690	145.5	1.0	23169935	463398	145.5	1.0	13726268	274525	145.5	1.0	12572892	251457	145.5	1.0
567	113	3	39094594	781891	147.0	1.0	39094594	781891	147.0	1.0	57426031	1148520	147.0	1.0	19453769	389075	147.0	1.0	11597439	231948	147.0	1.0	31843195	636863	147.0	1.0	31843195	636863	147.0	1.0	11052647	221052	147.0	1.0	23527771	470555	147.0	1.0	13938257	278765	147.0	1.0	12767068	255341	147.0	1.0
568	114	3	39689189	793783	148.5	1.0	39689189	793783	148.5	1.0	58299431	1165988	148.5	1.0	19749644	394992	148.5	1.0	11773826	235476	148.5	1.0	32327503	646550	148.5	1.0	32327503	646550	148.5	1.0	11220748	224414	148.5	1.0	23885608	477712	148.5	1.0	14150246	283004	148.5	1.0	12961244	259224	148.5	1.0
569	115	3	40283783	805675	150.0	1.0	40283783	805675	150.0	1.0	59172830	1183456	150.0	1.0	20045519	400910	150.0	1.0	11950213	239004	150.0	1.0	32811810	656236	150.0	1.0	32811810	656236	150.0	1.0	11388849	227776	150.0	1.0	24243445	484868	150.0	1.0	14362235	287244	150.0	1.0	13155420	263108	150.0	1.0
570	116	3	40878378	817567	151.5	1.0	40878378	817567	151.5	1.0	60046230	1200924	151.5	1.0	20341394	406827	151.5	1.0	12126600	242532	151.5	1.0	33296117	665922	151.5	1.0	33296117	665922	151.5	1.0	11556950	231139	151.5	1.0	24601282	492025	151.5	1.0	14574223	291484	151.5	1.0	13349596	266991	151.5	1.0
571	117	3	41472972	829459	153.0	1.0	41472972	829459	153.0	1.0	60919630	1218392	153.0	1.0	20637268	412745	153.0	1.0	12302987	246059	153.0	1.0	33780424	675608	153.0	1.0	33780424	675608	153.0	1.0	11725051	234501	153.0	1.0	24959119	499182	153.0	1.0	14786212	295724	153.0	1.0	13543772	270875	153.0	1.0
572	118	3	42067567	841351	154.5	1.0	42067567	841351	154.5	1.0	61793029	1235860	154.5	1.0	20933143	418662	154.5	1.0	12479374	249587	154.5	1.0	34264731	685294	154.5	1.0	34264731	685294	154.5	1.0	11893152	237863	154.5	1.0	25316956	506339	154.5	1.0	14998201	299964	154.5	1.0	13737948	274758	154.5	1.0
573	119	3	42662162	853243	156.0	1.0	42662162	853243	156.0	1.0	62666429	1253328	156.0	1.0	21229018	424580	156.0	1.0	12655761	253115	156.0	1.0	34749038	694980	156.0	1.0	34749038	694980	156.0	1.0	12061253	241225	156.0	1.0	25674792	513495	156.0	1.0	15210189	304203	156.0	1.0	13932124	278642	156.0	1.0
574	120	3	43256756	865135	157.5	1.0	43256756	865135	157.5	1.0	63539829	1270796	157.5	1.0	21524893	430497	157.5	1.0	12832147	256642	157.5	1.0	35233346	704666	157.5	1.0	35233346	704666	157.5	1.0	12229354	244587	157.5	1.0	26032629	520652	157.5	1.0	15422178	308443	157.5	1.0	14126300	282526	157.5	1.0
575	121	3	43851351	877027	159.0	1.0	43851351	877027	159.0	1.0	64413229	1288264	159.0	1.0	21820768	436415	159.0	1.0	13008534	260170	159.0	1.0	35717653	714353	159.0	1.0	35717653	714353	159.0	1.0	12397455	247949	159.0	1.0	26390466	527809	159.0	1.0	15634167	312683	159.0	1.0	14320476	286409	159.0	1.0
576	122	3	44445945	888918	160.5	1.0	44445945	888918	160.5	1.0	65286628	1305732	160.5	1.0	22116642	442332	160.5	1.0	13184921	263698	160.5	1.0	36201960	724039	160.5	1.0	36201960	724039	160.5	1.0	12565556	251311	160.5	1.0	26748303	534966	160.5	1.0	15846155	316923	160.5	1.0	14514652	290293	160.5	1.0
577	123	3	45040540	900810	162.0	1.0	45040540	900810	162.0	1.0	66160028	1323200	162.0	1.0	22412517	448250	162.0	1.0	13361308	267226	162.0	1.0	36686267	733725	162.0	1.0	36686267	733725	162.0	1.0	12733658	254673	162.0	1.0	27106140	542122	162.0	1.0	16058144	321162	162.0	1.0	14708828	294176	162.0	1.0
578	124	3	45635135	912702	163.5	1.0	45635135	912702	163.5	1.0	67033428	1340668	163.5	1.0	22708392	454167	163.5	1.0	13537695	270753	163.5	1.0	37170574	743411	163.5	1.0	37170574	743411	163.5	1.0	12901759	258035	163.5	1.0	27463977	549279	163.5	1.0	16270133	325402	163.5	1.0	14903004	298060	163.5	1.0
